id,created_at,text
288694380724908032,2013-01-08 17:11:18,"b'-should I not go?\n-no. \n-""no don\'t go"" or ""no, go"" \n-yea \n\xee\x90\x92\xee\x90\x92\xee\x90\x92'"
288432771263758336,2013-01-07 23:51:46,"b""You can hit the gym all you want but if you're a coward at heart dudes will still step all over you"""
288182347193528321,2013-01-07 07:16:40,"b""I'm always hungry, this is getting kind of annoying"""
288180503301984256,2013-01-07 07:09:20,"b'I need to go back to school, no freedom out here for a brother #imlockeduptheywontletmeout'"
288107899723583488,2013-01-07 02:20:50,"b""Now I'm wondering who instead of letting the egg hatch and grow into a chicken, decided to crack it and put it on a hot surface #feelme ?"""
288094976934551552,2013-01-07 01:29:29,b'Dam man I gotta make a tough decision here... Do I want to make these eggs scrambled or sunny side up'
287822450362826753,2013-01-06 07:26:34,"b""I'm honestly too lazy to eat the things I like, a pomegranate for example takes too much effort"""
287456852462161920,2013-01-05 07:13:48,"b""I don't like when people ask unnecessary questions like how are you? Why so sad? Why do you need cyanide pills?"""
287308975479869440,2013-01-04 21:26:12,"b'We are able to speak street vernacular and job interview"" Dave Chappelle'"
287307492294262784,2013-01-04 21:20:19,"b'Duck season, Elmer Fudd knows what it is http://t.co/OyIF3GSt'"
287102617430147072,2013-01-04 07:46:12,b'\xee\x85\x92\xee\x8c\xb4\xee\x84\x93 Bang! Bang!'
286718541955211264,2013-01-03 06:20:02,"b'@Basiklee my bad lee, herb move on my part, tomorrow or Friday man lets link'"
286709208756400128,2013-01-03 05:42:56,"b""I don't understand why it's give me head, ocho cinco??"""
286691965700034562,2013-01-03 04:34:25,"b'I actually never used a razor blade to shave, always stuck to the trimmer'"
286670611781140480,2013-01-03 03:09:34,"b""I've become a hermit"""
286365457357885442,2013-01-02 06:57:00,b'@therealAbdul_ come back to the cold Abdulaa!!'
286357336019304448,2013-01-02 06:24:43,"b""@dominickPipes yea dude no doubt. I'm in Cambridge but sometime this break dudes need to link up and chill"""
286352461013319680,2013-01-02 06:05:21,b'@dominickPipes pizdu zakroi'
286321521805369345,2013-01-02 04:02:25,"b'Seeing as how my doodles are more artsy than most of the tats kids are gettin, I think I can make bank as a tat artist #timetogetthismugga'"
285829278485053440,2012-12-31 19:26:25,"b""@Kid_Wavyy the option of volume may not be at my disposal tonight, we'll see tho"""
285820509101383681,2012-12-31 18:51:34,"b""@Basiklee @kid_wavyy there's gonna be 1 thing on that list and anyone can guess what it's gonna be"""
285819909789859840,2012-12-31 18:49:11,b'@Kid_Wavyy major charge homie'
285660074410668034,2012-12-31 08:14:03,b'@CopDaWholeThang iiiiiiiiiggghhhhttttt'
285659349093863424,2012-12-31 08:11:10,"b""@CopDaWholeThang ahaha I'm charging it cuh"""
285657935605010432,2012-12-31 08:05:33,"b'I meet the most amazing people, spent the day with this Jamaican Muslim convert who shared his whole story with me, my religion is the truth'"
285534429890367488,2012-12-30 23:54:47,"b'""Bring the drugs, ill bring the pain"" bitch, yu better bring something more to the table... \xee\x90\xa7'"
285241014006996992,2012-12-30 04:28:51,"b""@OhJeyy that a trick question? Cuz I'm always sexy"""
284812940610269186,2012-12-29 00:07:51,b'Karim And Jahar Arab Perverts #keyandpeele http://t.co/GEHSD5jq'
284572274831536128,2012-12-28 08:11:32,b'Just saved a bunch of money on my car insurance by switching my car into reverse and driving away from the accident \xee\x90\x92'
284545366106451970,2012-12-28 06:24:36,"b""RT @NickkeyG: dont know how someone could say they hate there mother i can never relate'-"""
284381437766008833,2012-12-27 19:33:12,b'God dam I felt amazing \xee\x85\x8c until this fever came back \xee\x90\x90'
283457871876870144,2012-12-25 06:23:17,b'It must be tough on some parents to give credit for their love and purchases to Santa'
283435617822601216,2012-12-25 04:54:51,b'@xXjungaXx no wonder you became a ciroc boy no pops to tame the beast inside huh?'
283432214966984704,2012-12-25 04:41:20,b'@xXjungaXx long visit'
283427003527491584,2012-12-25 04:20:38,"b""Brothers at the mosque either think I'm a convert or that I'm from Algeria or Syria, just the other day a guy asked me how I came to Islam"""
283315339922661378,2012-12-24 20:56:55,"b'Mom, did you adopt me?            \nSon, do you really think we would of picked you if we had?'"
283296139242000384,2012-12-24 19:40:37,"b""Living with this cat is straight torture, I'm not a cat person anymore"""
283270744966828032,2012-12-24 17:59:43,"b'RT @CartmanHumor: ""Polar bears can\'t jump."" - Black bears'"
283263107403497472,2012-12-24 17:29:22,"b""RT @OddestLifeHacks: Ever wanted to stop a sneeze you feel coming? Press your tongue against the roof of your mouth, and *poof* it's gone."""
283231268315987968,2012-12-24 15:22:51,"b""My last tweets felt too wrong, I don't like to objectify women or judge anyone  for their actions"""
283056800822067200,2012-12-24 03:49:34,"b""Yo you see that Lamborghini reventon right outside? I got an iPhone that's exactly the same color"""
283054808582205440,2012-12-24 03:41:39,"b'Beemer, Benz or Bentley? Honda, bro.'"
283053662694162434,2012-12-24 03:37:06,"b""Well actually I take that back, I've had a few fun times reading"""
283052979408486400,2012-12-24 03:34:23,"b""When I read it's not for fun, no fun in it all #itsfortheknowledge"""
282598967911514116,2012-12-22 21:30:19,b'S&amp;s wings are not that popping #saidthemanwithfunctioningtastebuds'
282220470886096897,2012-12-21 20:26:18,"b'All this talk about the world ending triggered a zombie apocalypse dream last night, weak part was only gettin to 1st base before worlds end'"
281848241237135360,2012-12-20 19:47:11,b'RT @CopDaWholeThang: @CambridgePolice Bird ass niggas'
281112462516961281,2012-12-18 19:03:28,"b'RT @BossDonWave: go ahead stupid niggaz go fuck wit them chicks, im the 3rd little piggy ima fuck wit them bricks'"
280918671059202048,2012-12-18 06:13:25,b'Hova \xee\x90\xa7'
280570774660722688,2012-12-17 07:11:00,"b""Cereal and milk but no plates that's weak man"""
280204968194105344,2012-12-16 06:57:25,b'Off with a warning jakes got nothing on me #speedingticketappealed #recordstillclean #ridingdirty #theyllnevercatchme ahaha feel meee'
279143502921744384,2012-12-13 08:39:31,b'I feel kind of clever at night by putting my alarm far from my bed but I really hate myself in the morning for it'
279125092783489024,2012-12-13 07:26:22,"b""I'll always break for a crossing squirrel"""
279111416118644737,2012-12-13 06:32:02,b'The product never matches the advertisement bitch gave me milk http://t.co/v9h3rb9Q'
278975736197550081,2012-12-12 21:32:53,b'@VitaFiasco cleeaahllyy'
278935560503033856,2012-12-12 18:53:14,b'I had the scariest dream last night man when I woke up I was so relieved that it was only a dream'
278935151252230145,2012-12-12 18:51:37,b'@VitaFiasco what a dick'
278911856758910980,2012-12-12 17:19:03,b'\xd1\x81\xd1\x83\xd0\xba\xd0\xb0 \xd0\xbd\xd0\xb0\xd1\x85\xd1\x83\xd0\xb9 \xd1\x85\xd0\xbe\xd1\x87\xd1\x83 \xd0\xb1\xd1\x8d\xd1\x85\xd1\x83 \xd0\xbc\xd0\xbd\xd0\xb5 \xd0\xbf\xd0\xbe\xd1\x85\xd1\x83\xd0\xb9 \xd0\xbe\xd0\xbf\xd1\x8f\xd1\x82\xd1\x8c \xd0\xbf\xd1\x80\xd0\xbe\xd0\xb5\xd1\x85\xd0\xb0\xd0\xbb\xd0\xb0 \xd0\xbc\xd0\xb8\xd0\xbc\xd0\xbe \xd0\xbc\xd0\xbd\xd0\xb5 \xd1\x81\xd1\x82\xd0\xb0\xd0\xbb\xd0\xbe \xd0\xbf\xd0\xbb\xd0\xbe\xd1\x85\xd0\xbe #bmw'
278763507929997312,2012-12-12 07:29:34,"b'Skyyy rockets in flight, night time delight'"
278209698954625024,2012-12-10 18:48:55,"b""Even my boxers are wet and it's cold maayne."""
278164005913235456,2012-12-10 15:47:21,b'@Basiklee what if they light the l and pass it your way??'
278126869688221698,2012-12-10 13:19:48,"b""It's a struggle out here http://t.co/zUY9BtYZ"""
278094859544436736,2012-12-10 11:12:35,"b""No matter where life takes me you'll still find me with a smile"""
278081945139810305,2012-12-10 10:21:16,"b'2 essays down, one to go baby'"
277872617967468544,2012-12-09 20:29:29,b'Tough loss before the finals #imhurtinginside http://t.co/GZ4H8zfr'
277678895304699904,2012-12-09 07:39:42,b'@xXjungaXx lol your cat??'
277191764857724928,2012-12-07 23:24:01,"b'Once my teacher said she accepts all late work without penalties, 1. I fell in love with her and 2. It was my cue not to do shit until now'"
277123944648163329,2012-12-07 18:54:31,"b'@therealAbdul_ abdul, are you still planning on coming?'"
277122668451463168,2012-12-07 18:49:27,b'broken iphone = broken heart'
276829906510430209,2012-12-06 23:26:08,b'Amazing #nofilter http://t.co/DqjWEOOQ'
276438497202696192,2012-12-05 21:30:48,"b""@therealAbdul_ are you kidding me? fuck, i thought i'd be the first to notice... i kinda wish i had a look alike."""
276434272259280896,2012-12-05 21:14:01,"b""@therealAbdul_ bro, brother, brah, now dont be mad but i can't help but see a little bit of you in this man LOL http://t.co/m1m284Nx"""
276433488599732224,2012-12-05 21:10:54,"b""i'm surprised that there are no celery related deaths, that's one mean vegetable"""
276377500991500289,2012-12-05 17:28:26,b'something light for lunch http://t.co/CvAiNXi'
276244068126838784,2012-12-05 08:38:12,"b'woke up to a chicken calzone and spaghetti, tonight i feast'"
276050229181181952,2012-12-04 19:47:58,"b'""girl, ima tell you straight up, you are one tall glass of water and I am thirsty""'"
275889451933265920,2012-12-04 09:09:05,"b""the only reason i'm not sleeping right now is because i drank like half a gallon of water, it's not safe to fall asleep"""
275887752199942144,2012-12-04 09:02:20,"b""A smile isn't just mouth movement, one can distinguish between fake &amp; real smiles by the shimmer of happiness in the persons eyes"""
275852024963289088,2012-12-04 06:40:22,"b'You see, there are rap artists and there are noise makers #itsnotallmusic #someofitisbullshit'"
275832783706931200,2012-12-04 05:23:55,b'What a clown. http://t.co/rQWVwAEx'
275713091348594689,2012-12-03 21:28:18,b'it takes a lot of faith to elude hypocrisy'
275704685103575040,2012-12-03 20:54:53,"b'""dam, I think that cig had a few extra doses of rat poison""'"
275645429738262529,2012-12-03 16:59:26,b'My goal for the 2013 year is to get a girl pregnant and become a daddy #saidnooneever'
275643316874383360,2012-12-03 16:51:02,b'RT @themikederby: Any man who will openly lick a popsicle in public has my full respect'
275380649886633984,2012-12-02 23:27:17,"b'I hate long distance relationships, food is always so far away from me'"
275374769183002624,2012-12-02 23:03:55,"b'Welcome to the jungle, careful of the fever'"
275058551263739904,2012-12-02 02:07:23,b'Optimism is favorable but the pessimistic point of view is important to   have because #shithappens'
274378743496187904,2012-11-30 05:06:04,"b'@eduardomporto thanks bro, throwing a bit of my thoughts out there'"
274377323078352897,2012-11-30 05:00:26,b'Of course she does'
274377077560586240,2012-11-30 04:59:27,"b'Mary, wanna?'"
274315238378196992,2012-11-30 00:53:44,b'But I also like when people stand by what they believe no matter what any jerk like me says'
274313649068318720,2012-11-30 00:47:25,"b'I kind of like religious debates, just hearing what other people believe is interesting and then crushing their beliefs with facts is fun'"
274031699082485761,2012-11-29 06:07:02,b'yea im procrastinating http://t.co/UmBu3lEy'
274023209509220352,2012-11-29 05:33:18,b'lmao this is too funny http://t.co/6JhqppH0'
273921361775325185,2012-11-28 22:48:36,"b'you guys know that the suicide rate for active duty american soldiers is at an all time high for 2012, a suicide a day, whats the #problem?'"
273912845014556672,2012-11-28 22:14:45,b'I was going to make a joke about Hamas but it Israeli inappropriate'
273895885384085504,2012-11-28 21:07:22,"b'This cafeteria got too many UFOs, unidentified fried objects'"
273889236690796546,2012-11-28 20:40:57,"b""@MelloChamp that's quiet a decision to make off the bat but you'll be alright"""
273881800613433344,2012-11-28 20:11:24,b'@MelloChamp Jim nooooooo'
273721546877571072,2012-11-28 09:34:36,"b""yeah i'm still doing homework"""
273719685877493761,2012-11-28 09:27:13,b'#4wordsaftasex what was your name?'
273705365890285568,2012-11-28 08:30:19,b'Free Palestine'
273703644451463168,2012-11-28 08:23:28,b'alor danse'
273698014189731840,2012-11-28 08:01:06,b'10 pages and 5 hours later #sourhour'
273644987898531840,2012-11-28 04:30:23,"b'RT @klizzzle: ""A tiger doesn\'t lose sleep over the opinion of a sheep.""'"
273637491586785280,2012-11-28 04:00:36,"b'@TheSupplier im telling you kid, snatch or lock, stock and two smoking barrets'"
273629198642475008,2012-11-28 03:27:39,"b'for the thrill of it, why else?'"
273526598232317953,2012-11-27 20:39:57,"b'me and my homies tryina get it, ya bish'"
273035105977630720,2012-11-26 12:06:56,b'@Kid_Wavyy @CopDaWholeThang ahaha yea he caught one to the grill'
273034731413712898,2012-11-26 12:05:27,b'i dont sleep anymore...'
272192380868886528,2012-11-24 04:18:15,"b'@xXjungaXx cool, I believe it.'"
272125056493158402,2012-11-23 23:50:43,"b""@xXjungaXx where'd you get it?"""
272116928896716800,2012-11-23 23:18:26,b'@xXjungaXx it came with the head? And organic stuffing?? Yuuumm'
271960186812522496,2012-11-23 12:55:35,"b""New York is so ratchet on black Friday it's ridiculous, I'm to bed son"""
271477927810564096,2012-11-22 04:59:16,b'Lamb kebab #word new York got exactly what I need'
271475689637675009,2012-11-22 04:50:22,b'RT @Kid_Wavyy: jus pearled a woddy riii quick'
271465738634661888,2012-11-22 04:10:50,b'Wasup wasup wasup mofucka where my money at'
271446675044855808,2012-11-22 02:55:05,"b""I'm to the big apple"""
270610513023598592,2012-11-19 19:32:28,b'taking a 30 minute power nap was a terrible idea'
270604843788414977,2012-11-19 19:09:57,"b""@therealAbdul_ never had one, can't relate"""
270526001019252736,2012-11-19 13:56:39,b'@therealAbdul_ owned #likethemyspacedays'
270400452447834112,2012-11-19 05:37:46,"b""Got my phone back, there's still hope for humanity after all"""
270311196215873538,2012-11-18 23:43:05,"b""Can't find my phone #thatstragic"""
270101589837111297,2012-11-18 09:50:11,b'i love it when im more sleepy than hungry because then i could just knock out completely famished #college'
270066191916208128,2012-11-18 07:29:32,b'Prime parking job http://t.co/wmekyNpk'
270018393137086465,2012-11-18 04:19:36,b'This night deserves Hennessy a bad bitch and an o of weed the holy trinity'
269598312385085440,2012-11-17 00:30:21,b'@Kid_Wavyy how you getting back??'
269400808418836480,2012-11-16 11:25:32,"b""@Kid_Wavyy put me on I'm faah daaat"""
269351292193878016,2012-11-16 08:08:47,"b'lost boys and lost girls found each other, need I say more...'"
268452955789877249,2012-11-13 20:39:06,"b'Anyone else wake up because of a leg cramp this morning? not kidding my calf was going through some shit today, I almost cried'"
268221734258356224,2012-11-13 05:20:19,b'may god bless the scientific cure for the insane'
268211933734371328,2012-11-13 04:41:22,b'what constitutes the trap life is the pursuit of profit'
268210911527968768,2012-11-13 04:37:19,b'#in6thgrade i think it was something like G g g g g g g g G-unit all around'
268198719751614464,2012-11-13 03:48:52,b'RT @Kid_Wavyy: @J_tsar that is SOOOOOOOOOOOOOOO true my niggga use to have a jumper like Jimmy tssssssssssssss smh what happpened to dat'
268198223745798144,2012-11-13 03:46:54,b'RT @Kid_Wavyy: @J_tsar YOU fuckinn Commi'
268196299399122944,2012-11-13 03:39:15,b'#in8thgrade my three point shot was better than Kobes'
268195470948577280,2012-11-13 03:35:57,"b""#in3rdgrade I didn't speak a word of english"""
268151938636464129,2012-11-13 00:42:58,"b""chief keef is garbage and that's #3hunna"""
267853717842325504,2012-11-12 04:57:57,b'@MelloChamp Yea buddy'
267847897180172288,2012-11-12 04:34:49,"b""I'm from the murder capital, where they murder for capital"""
267757927455145984,2012-11-11 22:37:19,"b""I will never eat McDonald's again #lieswetellourselves"""
267739735991123969,2012-11-11 21:25:02,"b'@MelloChamp ahaha it was a tough decision to make in the nick of time Jim, dont be so hard on yourself'"
267426764366675968,2012-11-11 00:41:23,"b""my cat's attack technique is killer"""
267147343269335040,2012-11-10 06:11:05,"b""We're best friends already, fuck my allergies tho http://t.co/iEtrTLrB"""
267141971133485057,2012-11-10 05:49:44,"b""Peep the fur ball she's part of the fam http://t.co/HLzpzYP0"""
267130773004488704,2012-11-10 05:05:13,"b""People that don't know how to apologize will be sorry one day"""
267091667654410240,2012-11-10 02:29:50,"b'The first one I give head to, the second one I cuddle with, the third one I give the dick to #imtalkingaboutmypillows ahaha'"
266796137493712896,2012-11-09 06:55:30,b'@MelloChamp in your building?'
266794694414041088,2012-11-09 06:49:46,"b""I talk so much faster in russian than i do in english, it's weird."""
266793967113367552,2012-11-09 06:46:53,"b'he put me on to adriano celentano tho, the man is a legend'"
266792530442612736,2012-11-09 06:41:10,"b""my dad's reaction to rap music on the radio always made me laugh #imissthatman"""
266660524840853504,2012-11-08 21:56:38,b'2 pairs of pants type of weather'
266633683270766592,2012-11-08 20:09:58,"b""I slept 16 hours, that can't be healthy"""
266377520822235136,2012-11-08 03:12:04,"b""i've been up for so long, time to hibernate"""
266362584792444928,2012-11-08 02:12:43,b'@BettZamparelli  lupe is looking out for the bitches'
266311817784086528,2012-11-07 22:50:59,b'new wisdom teeth coming in #thatsthatshitidontlike'
266311306414534656,2012-11-07 22:48:57,"b""@Basiklee clearly you're not hip to the backfire urinal effect, pair of khakis and a urinal and you got yourself some stained pants yg"""
266206695695462401,2012-11-07 15:53:16,b'Pulled one of those all nighters #countingsheepwithmyeyesopen'
266186956340334592,2012-11-07 14:34:50,"b'I should of slept through this class, yes obama won and yea a lot of money was  spent #fuckpoliticalscience'"
266081059354062849,2012-11-07 07:34:02,b'@therealAbdul_ road trip?'
266074043684368384,2012-11-07 07:06:10,b'@therealAbdul_ you tryina have a legal experience?'
266068297378828288,2012-11-07 06:43:20,b'RT @MonTanA_BaBy: Barack you my dawg but we all puppets in this bitch..'
266032403519258625,2012-11-07 04:20:42,b'america is impervious to the fuckery #justforthisoneday'
266032245813424129,2012-11-07 04:20:04,b'RT @BarackObama: This happened because of you. Thank you.'
265965537627090944,2012-11-06 23:55:00,b'RT @WakaFlockaBSM: WTF Romney is winning ?? http://t.co/ulGJPsK4'
265965404604747776,2012-11-06 23:54:28,"b""@biggblakk92 simoneee, chill it's only medical, you will still get in trouble if you smoke bud anywhere on the street guy"""
265310824816599040,2012-11-05 04:33:24,"b""this fella just asked me where i get my eyebrows done #imflattered but i uuh don't do that..."""
265257967828484096,2012-11-05 01:03:22,b'@xXjungaXx You are officially hooked like a fizzle on crack'
265248973839818753,2012-11-05 00:27:38,"b""RT @FalsePeterFG: If you were sleeping between a beautiful girl and a gay man, who's side would you turn your back to?"""
265207945833361410,2012-11-04 21:44:36,"b'bitch, dont kill my vibe'"
265207522573574144,2012-11-04 21:42:55,b'my net worth right now #itsupthere'
265205842373132288,2012-11-04 21:36:14,"b'@xXjungaXx fam, spend that money that you have here the right way, it actually will help #throwingknowledgeatyourightnow'"
265204658518233090,2012-11-04 21:31:32,b'@xXjungaXx let the scraps know what the deal is'
265204078861250560,2012-11-04 21:29:14,"b""@xXjungaXx lol be successful here and you'll be successful there #youknowthisman"""
265202327462477824,2012-11-04 21:22:16,"b'@xXjungaXx lol ye it would suck but at that point no one\'s gonna say, ""dam he was just about to get that job"" there r other concerns, i hope'"
265196608247955458,2012-11-04 20:59:33,"b""@xXjungaXx it's six more years at this point bro, that doesnt sound too bad, right?"""
265195329496965121,2012-11-04 20:54:28,"b'@xXjungaXx inshallah man, im for that life'"
265193971637166080,2012-11-04 20:49:04,"b'@xXjungaXx biology, im on that dentist movement ;)'"
265190564406886401,2012-11-04 20:35:32,"b'@xXjungaXx its cool bro a lotta fun but i just wanna gtfo of college already too, shits pretty stressful'"
265186974447583234,2012-11-04 20:21:16,"b'@xXjungaXx same old just chilling, hows senior year?'"
265181661694656512,2012-11-04 20:00:09,b'@xXjungaXx whats good killa'
264496316061741056,2012-11-02 22:36:50,b'@MelloChamp hahahaha #birds thats who'
264495520125423617,2012-11-02 22:33:40,b'car battery died again #traplife'
264490323630231552,2012-11-02 22:13:01,"b'@Kid_Wavyy tomorrow though bro, its going down'"
264484779951521792,2012-11-02 21:51:00,b'dudes think its a fucking charity out here #birds'
264454080791973888,2012-11-02 19:49:00,"b'have the love of my life break my heart or get hit really hard in the nuts? easy, break my heart away #nothinghurtsmorethanahittotheballs'"
264242873648676864,2012-11-02 05:49:45,"b'""i just got blue balled fam, that shit sucks"" a kid from the bridge yall know him'"
264208683997732864,2012-11-02 03:33:53,"b""Don't stress it bro, light weights live longer"""
263834934999908352,2012-11-01 02:48:44,b'RT @Chi_Chi617: Key and peele &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; shows mad cooked lol'
263522873908527104,2012-10-31 06:08:43,"b'@Kid_Wavyy fucking clown, youre not about that bread'"
263500043183611905,2012-10-31 04:38:00,"b""you know what our problem is, we think there isn't enough resources to last #wehaveplenty"""
263482617851170817,2012-10-31 03:28:46,"b'good, good.'"
263423999848103937,2012-10-30 23:35:50,b'RT @Kid_Wavyy: WOULD NEVER fuck wit meth like that tho wayy to harmful of a drug towards people'
263423236203765760,2012-10-30 23:32:48,"b'Roam in your own zone or get kidnapped and clapped in your dome. We got it sewn, The Firm art of war is unknown'"
263422213007491072,2012-10-30 23:28:44,"b""@Kid_Wavyy i guess you've yet to grow a pair"""
263421502647582720,2012-10-30 23:25:55,b'@therealAbdul_ i knew you could relate'
263420714449793024,2012-10-30 23:22:47,"b'\xd0\x95\xd1\x81\xd0\xbb\xd0\xb8 \xd0\xb1 \xd0\xb7\xd0\xbd\xd0\xb0\xd0\xbb\xd0\xb0 \xd1\x82\xd1\x8b \xd1\x81\xd0\xb5\xd1\x80\xd0\xb4\xd1\x86\xd0\xb5\xd0\xbc \xd1\x83\xd0\xbf\xd0\xbe\xd1\x80\xd0\xbd\xd1\x8b\xd0\xbc, \xd0\x9a\xd0\xb0\xd0\xba \xd1\x83\xd0\xbc\xd0\xb5\xd0\xb5\xd1\x82 \xd0\xbb\xd1\x8e\xd0\xb1\xd0\xb8\xd1\x82\xd1\x8c \xd1\x85\xd1\x83\xd0\xbb\xd0\xb8\xd0\xb3\xd0\xb0\xd0\xbd'"
263419204601012224,2012-10-30 23:16:47,"b""@Kid_Wavyy lol i finally grew a beard idk why you're coming at my nuts #scruffseason"""
263410134464745472,2012-10-30 22:40:44,b'where did this beard come from?'
262993906000609280,2012-10-29 19:06:48,b'RT @DrJohnnyBlaze: nigga said hurricane LOL'
262618553251946497,2012-10-28 18:15:16,"b""No classes till Wednesday and y'all thought you had it good #mwfboy"""
261942075694653440,2012-10-26 21:27:12,"b'in a battle between real vs. fake, real takes the dub'"
261882781762719744,2012-10-26 17:31:35,b'@Kid_Wavyy stay up young'
261579379770003457,2012-10-25 21:25:58,"b'teachings of equality started in the 7th century, it took up until the 19th century for slavery to be abolished #humanraceproblems'"
261573403532746752,2012-10-25 21:02:13,b'@therealAbdul_ whats 908??'
261514206841552896,2012-10-25 17:07:00,b'@CopDaWholeThang yoo bird call me'
261504816713441280,2012-10-25 16:29:41,b'The day I actually decide to devote 10 minutes to fixing my hair the wind blows it all to hell #timeiwillnevergetback'
261172620857327616,2012-10-24 18:29:39,b'bad food #collegeproblems'
261128313874038785,2012-10-24 15:33:36,b'RT @JukeMeng: Bouta go thru with this no shave November'
260832329398906881,2012-10-23 19:57:28,b'RT @Kid_Wavyy: @Basiklee @J_tsar liam shut ur broke asss up hahahha. My nigga Jizz knows what time it is #rackseason'
260832147961696256,2012-10-23 19:56:44,"b""@Basiklee of course it's not lee, but if you live life with money the same way happy people do without money then wtf is the problem?"""
260810595933233153,2012-10-23 18:31:06,"b""if you have money and you're not happy, than you must be living a pretty pathetic life"""
260805190846935042,2012-10-23 18:09:37,b'my car battery died #chargeit'
260768863707348993,2012-10-23 15:45:16,"b""RT @MonTanA_BaBy: @Basiklee @kid_wavyy lmao stephens L's sound like Pop rocks"""
260477452273451008,2012-10-22 20:27:18,"b""i won't run i'll just gun you all out #thugliving"""
260444322955149312,2012-10-22 18:15:40,b'RT @MonTanA_BaBy: Keep it trill no matta wea u are'
260443609235587073,2012-10-22 18:12:49,"b""pack so loud i can't hear it"""
260409784023539713,2012-10-22 15:58:25,b'RT @yaboyfitz: i hate when the class that you think is going to be super easy wants you to do all this work. like I DIDNT SIGN UP FOR TH ...'
260408778892120064,2012-10-22 15:54:25,"b'Foreign to racism, never been a part of it'"
260408020385796096,2012-10-22 15:51:24,"b'RT @PurityOfDeen: The world is such that a persons worst enemy today, could be their best friend tomorrow..'"
260404115933392896,2012-10-22 15:35:53,"b""Life's a lot easier when you don't complain"""
260402769175932928,2012-10-22 15:30:32,b'karma will hit you after I do'
260237390612926464,2012-10-22 04:33:23,b'cheeky bastards'
260216210879287297,2012-10-22 03:09:13,"b""the opportunity was there, in my experience it's best to take that opportunity if it's there"""
259721954695725056,2012-10-20 18:25:14,"b'""tooken 2, this time the russians came after him and he still fucked them all up, thats liam neeson for you""'"
259360174559592449,2012-10-19 18:27:38,b'@Jamie_J19 lmaoo you wish'
258691540233355265,2012-10-17 22:10:44,b'wish for your brother what you wish for yourself'
258426269929177088,2012-10-17 04:36:38,b'sour face'
258236173116395521,2012-10-16 16:01:16,b'waking up before my alarm is my greatest accomplishment of the day'
257882218087723008,2012-10-15 16:34:46,b'Why is it that people need to be convinced to part take in activities that they already wanna do #getittogetheryoufuckers'
257681022001479681,2012-10-15 03:15:17,"b""RT @VeryFunnyPosts: In a recent survey 9 out of 10 bros actually chose Ho's over each other."""
256787535966126080,2012-10-12 16:04:54,"b""My English teacher is an angel, I'm in love"""
256780531407147009,2012-10-12 15:37:04,"b'RT @MeekMilI: Niggas be wanting a girl who plays video games, watch sports, have tattoos &amp; wears Jordans. Sounds like you want a boy ...'"
255660049320538112,2012-10-09 13:24:40,"b""went to my mwf class, apparently it's a tuesday today #whoknew"""
253986663372566529,2012-10-04 22:35:14,b'wavy #5dayweekend'
252652042223484928,2012-10-01 06:11:55,"b""i got 99 problems and they're all due monday"""
252651745287737344,2012-10-01 06:10:44,"b""but what's it all worth, can't take it when you under this Earth"""
250990212149297153,2012-09-26 16:08:24,"b""I'd rather people not hold the door for me when I'm 30 feet away cuz then I feel bad when I take my sweet time getting to it #thankstho"""
250516886025031680,2012-09-25 08:47:34,"b""i can't sleep, although its crazy how fast time passes by when you're struggling to fall asleep"""
250363279665422336,2012-09-24 22:37:12,b'RT @EasyBuckets5: One big school..fulla dumb bitches'
249816330264535041,2012-09-23 10:23:49,b'smores and bonfires #ilovehippies'
248679545736142848,2012-09-20 07:06:38,b'#teamimtryingtogetsomesleepbuticantfallasleep'
248668273648992257,2012-09-20 06:21:51,"b'@sotirop_evi you eat pizza in bed? i see, greek girls like their bed all greasy'"
248659129504256001,2012-09-20 05:45:31,b'@sotirop_evi share with me'
248348109392986112,2012-09-19 09:09:38,b'RT @MikeRaww01: #TweeLikeAGirl I love my hair http://t.co/elpfi8Ai'
248318457966391296,2012-09-19 07:11:48,"b""through tranquil speech, we give 'em something to remember"""
248297381928505344,2012-09-19 05:48:03,b'thank god for women and sandwiches'
248276826902904833,2012-09-19 04:26:22,"b'RT @TheZooKid: Niggas sleep on Sons of Anarchy, shits heat bruhh'"
248274373901959168,2012-09-19 04:16:38,"b""3 months without ya I was doing ok but now you're back and now i'm feeling some way #procrastinationhopoffmydick #oldhabits"""
247601402396938240,2012-09-17 07:42:29,b'Find your place and your purpose and make a plan for the future. Occasionally be spontaneous #livelife'
247566519398174720,2012-09-17 05:23:52,"b""i thought drugs shermed these kids out, turns out they're just naturally cooked"""
244582117021995010,2012-09-08 23:44:55,"b""RT @MonTanA_BaBy: I'm boutta get on my Montana Spielberg shit.. make some real nigga movies"""
243771951867367424,2012-09-06 18:05:37,"b'New phone, same number. Hit me with a text'"
243585438697279488,2012-09-06 05:44:28,b'@DrJohnnyBlaze 8572475112 hit me cuh my phones dead till like tomorrow night tho'
243585116901879808,2012-09-06 05:43:12,"b'RT @AlanHungover: How to scare burglars off. First, put pictures on the wall of you with a tiger. Second, put a cat litter box in your h ...'"
243583819515588608,2012-09-06 05:38:02,b'RT @yaboyfitz: In Game of Thrones how the fuck does the raven no where to fly'
